filename, Recursive, Method, Dataset, Coverage, DT F1, DT vs SR ttest F1, Ensemble F1, Ensemble vs SR p-value F1, RFIT F1, RFIT vs SR p-value F1, RFIT \# rl. num., RC vs SR p-value \# rl. num., RC F1, RC vs SR ttest F1, RC \# rl. num., RC vs SR p-value \# rl. num., SR F1, SR \# rl. num., SR F1 x coverage 
../../Results/battery_salud-covid_<class 'sklearn.ensemble._gb.GradientBoostingClassifier'>_recurFalse_p_significance0.95_min_accuracy0.95_minIns10_minImp0.05_sortingtarget_accuracy.csv,  False, <class 'sklearn.ensemble._gb.GradientBoostingClassifier'>, salud-covid, 51.55±5.98, 71.96±15.56, 0.2738, 76.03±14.5, 0.9622, 77.94±13.45, 0.6291, 18.1±1.6, <0.0001, 68.68±17.1, 0.0689, 30.37±16.45, <0.0001, 76.21±14.22, 8.37±1.65, 39.29±0.85
../../Results/battery_salud-covid_<class 'sklearn.ensemble._gb.GradientBoostingClassifier'>_recurFalse_p_significance0.95_min_accuracy0.95_minIns15_minImp0.05_sortingtarget_accuracy.csv,  False, <class 'sklearn.ensemble._gb.GradientBoostingClassifier'>, salud-covid, 49.48±5.2, 46.18±33.94, 0.5089, 52.24±34.13, 0.9877, 53.03±35.89, 0.9199, 18.43±1.68, <0.0001, 46.87±33.37, 0.5563, 24.03±12.25, <0.0001, 52.1±35.1, 6.87±0.97, 25.78±1.82
../../Results/battery_salud-covid_<class 'sklearn.ensemble._gb.GradientBoostingClassifier'>_recurFalse_p_significance0.95_min_accuracy0.95_minIns20_minImp0.05_sortingtarget_accuracy.csv,  False, <class 'sklearn.ensemble._gb.GradientBoostingClassifier'>, salud-covid, 49.85±6.51, 53.32±29.32, 0.7095, 61.16±23.34, 0.4803, 56.86±31.04, 0.9332, 18.47±1.7, <0.0001, 45.02±32.82, 0.1759, 28.43±16.51, <0.0001, 56.2±30.29, 5.97±0.93, 28.02±1.97
../../Results/battery_salud-covid_<class 'sklearn.ensemble._gb.GradientBoostingClassifier'>_recurFalse_p_significance0.95_min_accuracy0.95_minIns25_minImp0.05_sortingtarget_accuracy.csv,  False, <class 'sklearn.ensemble._gb.GradientBoostingClassifier'>, salud-covid, 48.66±6.47, 2.41±9.86, 0.1864, 10.83±21.55, 0.0078, 3.17±13.08, 0.1888, 18.33±1.4, <0.0001, 13.22±26.56, 0.0084, 29.83±16.51, <0.0001, 0.0±0.0, 4.9±0.76, 0.0±0.0
../../Results/battery_salud-covid_<class 'sklearn.ensemble._gb.GradientBoostingClassifier'>_recurFalse_p_significance0.95_min_accuracy0.95_minIns35_minImp0.05_sortingtarget_accuracy.csv,  False, <class 'sklearn.ensemble._gb.GradientBoostingClassifier'>, salud-covid, 47.0±5.55, 4.44±13.79, 0.0829, 12.67±26.21, 0.0104, 2.22±12.17, 0.3215, 18.2±1.9, <0.0001, 6.89±18.21, 0.0428, 26.33±16.8, <0.0001, 0.0±0.0, 4.4±0.86, 0.0±0.0
../../Results/battery_salud-covid_<class 'sklearn.ensemble._gb.GradientBoostingClassifier'>_recurFalse_p_significance0.95_min_accuracy0.95_minIns50_minImp0.05_sortingtarget_accuracy.csv,  False, <class 'sklearn.ensemble._gb.GradientBoostingClassifier'>, salud-covid, 49.28±4.4, 4.95±12.97, 0.0409, 12.44±24.96, 0.0084, 0.0±0.0, nan, 18.33±2.14, <0.0001, 11.17±24.99, 0.0174, 26.63±14.97, <0.0001, 0.0±0.0, 4.7±0.79, 0.0±0.0
../../Results/battery_salud-covid_<class 'sklearn.ensemble._forest.RandomForestClassifier'>_recurFalse_p_significance0.95_min_accuracy0.95_minIns5_minImp0.05_sortingtarget_accuracy.csv,  False, <class 'sklearn.ensemble._forest.RandomForestClassifier'>, salud-covid, 54.13±6.53, 65.99±18.77, 0.3703, 48.95±23.94, 0.0004, 68.8±19.7, 0.7395, 18.03±1.61, <0.0001, 64.39±21.62, 0.2599, 25.2±8.08, <0.0001, 70.52±20.04, 10.17±2.34, 38.17±1.31
../../Results/battery_salud-covid_<class 'sklearn.ensemble._forest.RandomForestClassifier'>_recurFalse_p_significance0.95_min_accuracy0.95_minIns7_minImp0.05_sortingtarget_accuracy.csv,  False, <class 'sklearn.ensemble._forest.RandomForestClassifier'>, salud-covid, 52.07±8.68, 55.71±23.86, 0.559, 26.05±27.75, <0.0001, 62.59±25.7, 0.6739, 18.1±2.35, <0.0001, 56.38±28.51, 0.6554, 22.9±9.25, <0.0001, 59.66±27.98, 9.6±1.9, 31.06±2.43
../../Results/battery_salud-covid_<class 'sklearn.ensemble._forest.RandomForestClassifier'>_recurFalse_p_significance0.95_min_accuracy0.95_minIns10_minImp0.05_sortingtarget_accuracy.csv,  False, <class 'sklearn.ensemble._forest.RandomForestClassifier'>, salud-covid, 49.87±6.97, 56.03±30.22, 0.5342, 43.02±32.33, 0.0334, 61.35±32.14, 0.9702, 18.53±1.78, <0.0001, 57.23±33.94, 0.6553, 25.6±8.95, <0.0001, 61.04±31.74, 7.83±2.38, 30.44±2.21
../../Results/battery_salud-covid_<class 'sklearn.ensemble._forest.RandomForestClassifier'>_recurFalse_p_significance0.95_min_accuracy0.95_minIns15_minImp0.05_sortingtarget_accuracy.csv,  False, <class 'sklearn.ensemble._forest.RandomForestClassifier'>, salud-covid, 49.57±8.79, 39.42±35.24, 0.9572, 25.42±33.09, 0.1287, 40.41±40.09, 0.9643, 18.23±2.16, <0.0001, 38.37±37.74, 0.8753, 24.03±9.83, <0.0001, 39.94±39.59, 6.47±1.72, 19.8±3.48
../../Results/battery_salud-covid_<class 'sklearn.ensemble._forest.RandomForestClassifier'>_recurFalse_p_significance0.95_min_accuracy0.95_minIns20_minImp0.05_sortingtarget_accuracy.csv,  False, <class 'sklearn.ensemble._forest.RandomForestClassifier'>, salud-covid, 46.68±8.5, 40.52±38.73, 0.9871, 26.52±31.31, 0.1404, 40.65±40.23, 0.977, 18.07±2.36, <0.0001, 35.61±38.16, 0.6398, 24.23±10.42, <0.0001, 40.35±39.87, 5.47±1.22, 18.84±3.39
../../Results/battery_salud-covid_<class 'sklearn.ensemble._forest.RandomForestClassifier'>_recurFalse_p_significance0.95_min_accuracy0.95_minIns25_minImp0.05_sortingtarget_accuracy.csv,  False, <class 'sklearn.ensemble._forest.RandomForestClassifier'>, salud-covid, 46.52±9.36, 4.89±15.46, 0.0885, 0.0±0.0, nan, 0.0±0.0, nan, 18.2±2.01, <0.0001, 0.0±0.0, nan, 23.93±7.18, <0.0001, 0.0±0.0, 4.77±1.33, 0.0±0.0
../../Results/battery_salud-covid_<class 'sklearn.ensemble._forest.RandomForestClassifier'>_recurFalse_p_significance0.95_min_accuracy0.95_minIns35_minImp0.05_sortingtarget_accuracy.csv,  False, <class 'sklearn.ensemble._forest.RandomForestClassifier'>, salud-covid, 47.55±8.34, 6.67±25.37, 0.1555, 1.33±7.3, 0.3215, 0.0±0.0, nan, 17.7±2.25, <0.0001, 2.67±10.15, 0.1555, 26.03±8.6, <0.0001, 0.0±0.0, 4.4±1.25, 0.0±0.0
../../Results/battery_salud-covid_<class 'sklearn.ensemble._forest.RandomForestClassifier'>_recurFalse_p_significance0.95_min_accuracy0.95_minIns50_minImp0.05_sortingtarget_accuracy.csv,  False, <class 'sklearn.ensemble._forest.RandomForestClassifier'>, salud-covid, 45.69±7.96, 6.33±21.09, 0.1054, 0.0±0.0, nan, 3.33±18.26, 0.3215, 18.1±1.54, <0.0001, 0.0±0.0, nan, 26.83±9.43, <0.0001, 0.0±0.0, 3.93±1.05, 0.0±0.0
../../Results/battery_salud-covid_<class 'sklearn.ensemble._weight_boosting.AdaBoostClassifier'>_recurFalse_p_significance0.95_min_accuracy0.95_minIns5_minImp0.05_sortingtarget_accuracy.csv,  False, <class 'sklearn.ensemble._weight_boosting.AdaBoostClassifier'>, salud-covid, 38.72±9.32, 37.0±33.33, 0.0276, 39.9±33.97, 0.0123, 32.65±30.5, 0.0747, 18.57±2.21, <0.0001, 8.06±19.44, 0.1239, 2.87±1.72, <0.0001, 18.37±30.46, 10.4±2.93, 7.11±2.84
../../Results/battery_salud-covid_<class 'sklearn.ensemble._weight_boosting.AdaBoostClassifier'>_recurFalse_p_significance0.95_min_accuracy0.95_minIns7_minImp0.05_sortingtarget_accuracy.csv,  False, <class 'sklearn.ensemble._weight_boosting.AdaBoostClassifier'>, salud-covid, 39.52±10.09, 25.15±29.88, 0.12, 21.07±29.13, 0.3036, 21.22±28.87, 0.2925, 18.4±2.04, <0.0001, 1.67±9.13, 0.0262, 2.47±1.41, <0.0001, 13.54±27.02, 9.17±2.51, 5.35±2.73
../../Results/battery_salud-covid_<class 'sklearn.ensemble._weight_boosting.AdaBoostClassifier'>_recurFalse_p_significance0.95_min_accuracy0.95_minIns10_minImp0.05_sortingtarget_accuracy.csv,  False, <class 'sklearn.ensemble._weight_boosting.AdaBoostClassifier'>, salud-covid, 37.82±9.17, 24.98±32.37, 0.0083, 29.71±27.72, 0.0004, 26.4±30.29, 0.0033, 18.17±2.15, <0.0001, 10.37±24.36, 0.4214, 2.73±1.31, <0.0001, 5.56±21.59, 8.07±2.15, 2.1±1.98
../../Results/battery_salud-covid_<class 'sklearn.ensemble._weight_boosting.AdaBoostClassifier'>_recurFalse_p_significance0.95_min_accuracy0.95_minIns15_minImp0.05_sortingtarget_accuracy.csv,  False, <class 'sklearn.ensemble._weight_boosting.AdaBoostClassifier'>, salud-covid, 35.7±9.84, 32.96±32.2, <0.0001, 30.46±32.5, <0.0001, 25.03±34.43, 0.0002, 18.73±2.05, <0.0001, 15.0±30.43, 0.0091, 3.23±1.45, <0.0001, 0.0±0.0, 5.73±2.0, 0.0±0.0
../../Results/battery_salud-covid_<class 'sklearn.ensemble._weight_boosting.AdaBoostClassifier'>_recurFalse_p_significance0.95_min_accuracy0.95_minIns20_minImp0.05_sortingtarget_accuracy.csv,  False, <class 'sklearn.ensemble._weight_boosting.AdaBoostClassifier'>, salud-covid, 33.41±10.68, 22.7±31.84, 0.0002, 22.0±33.94, 0.0008, 23.35±35.28, 0.0006, 18.43±1.94, <0.0001, 9.44±25.4, 0.0463, 2.77±1.41, <0.0001, 0.0±0.0, 5.23±1.77, 0.0±0.0
../../Results/battery_salud-covid_<class 'sklearn.ensemble._weight_boosting.AdaBoostClassifier'>_recurFalse_p_significance0.95_min_accuracy0.95_minIns25_minImp0.05_sortingtarget_accuracy.csv,  False, <class 'sklearn.ensemble._weight_boosting.AdaBoostClassifier'>, salud-covid, 37.04±9.77, 21.34±31.49, 0.0005, 18.68±28.76, 0.0008, 13.9±26.52, 0.0057, 18.07±2.03, <0.0001, 1.67±9.13, 0.3215, 2.9±1.56, <0.0001, 0.0±0.0, 5±1.7, 0.0±0.0
../../Results/battery_salud-covid_<class 'sklearn.ensemble._weight_boosting.AdaBoostClassifier'>_recurFalse_p_significance0.95_min_accuracy0.95_minIns35_minImp0.05_sortingtarget_accuracy.csv,  False, <class 'sklearn.ensemble._weight_boosting.AdaBoostClassifier'>, salud-covid, 37.22±8.25, 22.87±32.94, 0.0003, 23.57±35.93, 0.0007, 18.33±33.72, 0.0042, 18.47±1.91, <0.0001, 1.11±6.09, 0.3215, 2.77±1.38, <0.0001, 0.0±0.0, 4.47±1.2, 0.0±0.0
../../Results/battery_salud-covid_<class 'sklearn.ensemble._weight_boosting.AdaBoostClassifier'>_recurFalse_p_significance0.95_min_accuracy0.95_minIns50_minImp0.05_sortingtarget_accuracy.csv,  False, <class 'sklearn.ensemble._weight_boosting.AdaBoostClassifier'>, salud-covid, 28.26±13.19, 23.46±36.01, 0.0007, 24.41±38.08, 0.0009, 16.75±30.86, 0.0043, 17.57±2.27, <0.0001, 6.0±22.98, 0.1581, 2.93±1.44, 0.6569, 0.0±0.0, 2.77±1.45, 0.0±0.0
../../Results/battery_salud-covid_<class 'catboost.core.CatBoostClassifier'>_recurTrue_p_significance0.95_min_accuracy0.95_minIns5_minImp0.05_sortingtarget_accuracy.csv,  True, <class 'catboost.core.CatBoostClassifier'>, salud-covid, 57.38±6.91, 66.43±16.27, 0.0935, 16.24±4.85, <0.0001, 72.25±14.98, 0.8129, 17.97±2.24, <0.0001, 10.68±20.78, <0.0001, 2±1.05, <0.0001, 73.14±14.13, 11.53±2.29, 41.97±0.98
../../Results/battery_salud-covid_<class 'catboost.core.CatBoostClassifier'>_recurTrue_p_significance0.95_min_accuracy0.95_minIns7_minImp0.05_sortingtarget_accuracy.csv,  True, <class 'catboost.core.CatBoostClassifier'>, salud-covid, 55.76±6.36, 69.01±16.78, 0.3078, 14.57±3.77, <0.0001, 71.55±14.02, 0.6637, 17.8±2.07, <0.0001, 9.4±17.97, <0.0001, 2.03±1.52, <0.0001, 73.14±14.25, 9.23±2.1, 40.78±0.91
../../Results/battery_salud-covid_<class 'catboost.core.CatBoostClassifier'>_recurTrue_p_significance0.95_min_accuracy0.95_minIns10_minImp0.05_sortingtarget_accuracy.csv,  True, <class 'catboost.core.CatBoostClassifier'>, salud-covid, 54.64±6.48, 67.56±15.75, 0.545, 12.48±4.22, <0.0001, 72.4±17.46, 0.6494, 18.57±2.03, <0.0001, 15.16±22.18, <0.0001, 2.47±2.06, <0.0001, 70.27±18.6, 7.63±1.47, 38.4±1.21
../../Results/battery_salud-covid_<class 'catboost.core.CatBoostClassifier'>_recurTrue_p_significance0.95_min_accuracy0.95_minIns15_minImp0.05_sortingtarget_accuracy.csv,  True, <class 'catboost.core.CatBoostClassifier'>, salud-covid, 51.85±7.65, 65.63±16.36, 0.4847, 12.3±4.06, <0.0001, 70.54±22.51, 0.8494, 18±2.07, <0.0001, 14.97±24.68, <0.0001, 2.6±1.35, <0.0001, 69.38±24.23, 6.47±1.25, 35.98±1.85
../../Results/battery_salud-covid_<class 'catboost.core.CatBoostClassifier'>_recurTrue_p_significance0.95_min_accuracy0.95_minIns20_minImp0.05_sortingtarget_accuracy.csv,  True, <class 'catboost.core.CatBoostClassifier'>, salud-covid, 54.19±5.43, 61.5±25.66, 0.6307, 10.52±4.45, <0.0001, 62.89±27.01, 0.5114, 17.9±1.71, <0.0001, 5.68±18.39, <0.0001, 2.23±1.36, <0.0001, 57.99±30.36, 6.1±1.37, 31.42±1.65
../../Results/battery_salud-covid_<class 'catboost.core.CatBoostClassifier'>_recurTrue_p_significance0.95_min_accuracy0.95_minIns25_minImp0.05_sortingtarget_accuracy.csv,  True, <class 'catboost.core.CatBoostClassifier'>, salud-covid, 50.61±7.23, 11.89±22.21, 0.0048, 4.81±3.69, <0.0001, 1.9±7.25, 0.1555, 18.6±1.81, <0.0001, 0.0±0.0, nan, 2.37±1.59, <0.0001, 0.0±0.0, 4.43±1.28, 0.0±0.0
../../Results/battery_salud-covid_<class 'catboost.core.CatBoostClassifier'>_recurTrue_p_significance0.95_min_accuracy0.95_minIns35_minImp0.05_sortingtarget_accuracy.csv,  True, <class 'catboost.core.CatBoostClassifier'>, salud-covid, 50.73±5.63, 14.0±30.58, 0.015, 4.47±3.17, <0.0001, 6.56±20.39, 0.0835, 18.33±2.15, <0.0001, 2.22±12.17, 0.3215, 2.17±1.39, <0.0001, 0.0±0.0, 4.33±1.09, 0.0±0.0
../../Results/battery_salud-covid_<class 'catboost.core.CatBoostClassifier'>_recurTrue_p_significance0.95_min_accuracy0.95_minIns50_minImp0.05_sortingtarget_accuracy.csv,  True, <class 'catboost.core.CatBoostClassifier'>, salud-covid, 50.44±4.89, 8.62±18.42, 0.013, 5.35±4.33, <0.0001, 3.44±11.23, 0.0982, 18.4±2.01, <0.0001, 0.0±0.0, nan, 2.4±1.35, <0.0001, 0.0±0.0, 4.23±1.22, 0.0±0.0
../../Results/battery_salud-covid_<class 'sklearn.ensemble._gb.GradientBoostingClassifier'>_recurTrue_p_significance0.95_min_accuracy0.95_minIns5_minImp0.05_sortingtarget_accuracy.csv,  True, <class 'sklearn.ensemble._gb.GradientBoostingClassifier'>, salud-covid, 60.55±6.82, 65.42±12.8, 0.0093, 75.64±10.62, 0.6787, 73.35±12.4, 0.7563, 17.83±1.51, 0.0022, 69.29±12.98, 0.1347, 33.47±19.98, <0.0001, 74.36±12.92, 16.03±2.68, 45.03±0.88
../../Results/battery_salud-covid_<class 'sklearn.ensemble._gb.GradientBoostingClassifier'>_recurTrue_p_significance0.95_min_accuracy0.95_minIns7_minImp0.05_sortingtarget_accuracy.csv,  True, <class 'sklearn.ensemble._gb.GradientBoostingClassifier'>, salud-covid, 56.05±7.01, 67.54±18.62, 0.2251, 74.9±13.69, 0.5292, 72.63±14.0, 0.9893, 18.5±1.96, <0.0001, 68.47±15.03, 0.2576, 25.4±13.96, <0.0001, 72.68±13.44, 12.5±3.55, 40.74±0.94
../../Results/battery_salud-covid_<class 'sklearn.ensemble._gb.GradientBoostingClassifier'>_recurTrue_p_significance0.95_min_accuracy0.95_minIns10_minImp0.05_sortingtarget_accuracy.csv,  True, <class 'sklearn.ensemble._gb.GradientBoostingClassifier'>, salud-covid, 55.29±7.48, 65.82±18.44, 0.5588, 71.64±18.85, 0.5707, 70.73±19.45, 0.7027, 18.33±2.15, <0.0001, 62.73±22.33, 0.2775, 30.93±17.04, <0.0001, 68.76±20.27, 9.03±2.03, 38.02±1.52
../../Results/battery_salud-covid_<class 'sklearn.ensemble._gb.GradientBoostingClassifier'>_recurTrue_p_significance0.95_min_accuracy0.95_minIns15_minImp0.05_sortingtarget_accuracy.csv,  True, <class 'sklearn.ensemble._gb.GradientBoostingClassifier'>, salud-covid, 54.53±8.33, 56.03±25.81, 0.1965, 66.65±23.93, 0.7331, 64.45±23.76, 0.9919, 17.43±1.65, <0.0001, 57.85±28.21, 0.3326, 27.9±17.42, <0.0001, 64.51±24.47, 7.97±1.5, 35.18±2.04
../../Results/battery_salud-covid_<class 'sklearn.ensemble._gb.GradientBoostingClassifier'>_recurTrue_p_significance0.95_min_accuracy0.95_minIns20_minImp0.05_sortingtarget_accuracy.csv,  True, <class 'sklearn.ensemble._gb.GradientBoostingClassifier'>, salud-covid, 54.8±6.72, 59.24±26.63, 0.2314, 70.32±15.94, 0.5235, 67.14±23.51, 0.9854, 18±1.58, <0.0001, 62.13±27.38, 0.4574, 24.77±12.56, <0.0001, 67.03±23.11, 7.83±1.09, 36.73±1.55
../../Results/battery_salud-covid_<class 'sklearn.ensemble._gb.GradientBoostingClassifier'>_recurTrue_p_significance0.95_min_accuracy0.95_minIns25_minImp0.05_sortingtarget_accuracy.csv,  True, <class 'sklearn.ensemble._gb.GradientBoostingClassifier'>, salud-covid, 50.1±6.2, 8.9±17.0, 0.0058, 8.36±16.17, 0.0064, 0.0±0.0, nan, 18.33±1.9, <0.0001, 8.5±16.83, 0.0076, 29.57±15.67, <0.0001, 0.0±0.0, 5.13±0.94, 0.0±0.0
../../Results/battery_salud-covid_<class 'sklearn.ensemble._gb.GradientBoostingClassifier'>_recurTrue_p_significance0.95_min_accuracy0.95_minIns35_minImp0.05_sortingtarget_accuracy.csv,  True, <class 'sklearn.ensemble._gb.GradientBoostingClassifier'>, salud-covid, 47.92±6.9, 7.62±18.22, 0.0257, 13.78±27.16, 0.0073, 0.0±0.0, nan, 18.47±2.11, <0.0001, 6.44±18.07, 0.0556, 31.87±20.87, <0.0001, 0.0±0.0, 4.67±0.96, 0.0±0.0
../../Results/battery_salud-covid_<class 'sklearn.ensemble._gb.GradientBoostingClassifier'>_recurTrue_p_significance0.95_min_accuracy0.95_minIns50_minImp0.05_sortingtarget_accuracy.csv,  True, <class 'sklearn.ensemble._gb.GradientBoostingClassifier'>, salud-covid, 47.71±5.73, 5.84±16.01, 0.0504, 7.29±17.5, 0.0263, 4.11±12.74, 0.0823, 18.47±1.89, <0.0001, 9.44±20.38, 0.0139, 28.13±16.87, <0.0001, 0.0±0.0, 4.53±0.82, 0.0±0.0
../../Results/battery_salud-covid_<class 'sklearn.ensemble._forest.RandomForestClassifier'>_recurTrue_p_significance0.95_min_accuracy0.95_minIns5_minImp0.05_sortingtarget_accuracy.csv,  True, <class 'sklearn.ensemble._forest.RandomForestClassifier'>, salud-covid, 58.89±5.56, 61.78±13.72, 0.0597, 39.52±26.7, <0.0001, 69.84±14.87, 0.7723, 18.33±2.06, 0.0018, 61.83±23.05, 0.1686, 25.47±7.79, <0.0001, 68.74±14.36, 16.03±3.26, 40.48±0.8
../../Results/battery_salud-covid_<class 'sklearn.ensemble._forest.RandomForestClassifier'>_recurTrue_p_significance0.95_min_accuracy0.95_minIns7_minImp0.05_sortingtarget_accuracy.csv,  True, <class 'sklearn.ensemble._forest.RandomForestClassifier'>, salud-covid, 60.3±5.42, 60.31±20.66, 0.1594, 43.07±26.87, 0.0002, 66.85±20.86, 0.8317, 17.97±2.82, <0.0001, 65.03±20.85, 0.5851, 26.43±10.1, <0.0001, 68.01±21.15, 13.17±2.97, 41.01±1.15
../../Results/battery_salud-covid_<class 'sklearn.ensemble._forest.RandomForestClassifier'>_recurTrue_p_significance0.95_min_accuracy0.95_minIns10_minImp0.05_sortingtarget_accuracy.csv,  True, <class 'sklearn.ensemble._forest.RandomForestClassifier'>, salud-covid, 55.62±5.68, 55.85±20.99, 0.1385, 44.67±24.1, 0.0019, 64.87±22.23, 0.9228, 18.57±2.4, <0.0001, 64.1±20.87, 0.9716, 27.2±7.66, <0.0001, 64.31±22.59, 10.37±1.75, 35.77±1.28
../../Results/battery_salud-covid_<class 'sklearn.ensemble._forest.RandomForestClassifier'>_recurTrue_p_significance0.95_min_accuracy0.95_minIns15_minImp0.05_sortingtarget_accuracy.csv,  True, <class 'sklearn.ensemble._forest.RandomForestClassifier'>, salud-covid, 54.01±5.78, 41.0±34.83, 0.9217, 26.48±32.84, 0.0962, 41.83±38.19, 0.9926, 18.37±1.94, <0.0001, 40.75±36.98, 0.904, 25.97±11.82, <0.0001, 41.92±37.74, 8.47±2.36, 22.64±2.18
../../Results/battery_salud-covid_<class 'sklearn.ensemble._forest.RandomForestClassifier'>_recurTrue_p_significance0.95_min_accuracy0.95_minIns20_minImp0.05_sortingtarget_accuracy.csv,  True, <class 'sklearn.ensemble._forest.RandomForestClassifier'>, salud-covid, 52.4±7.73, 40.38±34.71, 0.759, 18.8±26.82, 0.0323, 39.51±37.69, 0.8363, 17.77±1.55, <0.0001, 37.46±38.56, 0.9987, 28±10.59, <0.0001, 37.48±38.17, 7.27±1.72, 19.64±2.95
